i_patient,j_no,U_False_positive,U_Positive,U_Follow_up
98,17,0.279880563,0.926287482,0.29053549
98,18,0.034011876,0.15781746,0.374550469
98,19,0.893150834,0.021480777,0.016504635
98,20,0.255530733,0.476491009,0.379068843
98,21,0.167423952,0.618721356,0.877041155
98,22,0.562505855,0.998289817,0.34458933
98,23,0.707737447,0.780752049,0.876810838
98,24,0.081436478,0.334891645,0.996928717
98,25,0.785437489,0.515119454,0.539641717
98,26,0.47384154,0.805747177,0.281598057
99,1,0.592275044,0.628742808,0.874193047
99,2,0.816570432,0.979434776,0.778995487
99,3,0.343203831,0.628532999,0.909649803
99,4,0.63400254,0.55266662,0.307451413
99,5,0.089219947,0.716525333,0.551743403
99,6,0.453933358,0.845735019,0.921393128
99,7,0.171521692,0.349816986,0.317920354
99,8,0.630455748,0.734225805,0.268931873
99,9,0.95065259,0.408606067,0.535047431
99,10,0.543789811,0.10862891,0.541339413
99,11,0.963145499,0.912137836,0.539313677
99,12,0.243232994,0.75935474,0.223962455
99,13,0.076292499,0.94655148,0.49164609
99,14,0.157819999,0.440340311,0.448806714
99,15,0.564396551,0.812557009,0.228647571
99,16,0.388530993,0.263675949,0.9462242
99,17,0.592199127,0.995455189,0.087565186
99,18,0.105614596,0.241547193,0.253024823
99,19,0.687478609,0.977040451,0.820652084
99,20,0.437433423,0.294240848,0.318625376
99,21,0.467017315,0.539071661,0.084199572
99,22,0.772610658,0.636274563,0.103953482
99,23,0.44990279,0.120306223,0.905065916
99,24,0.447359387,0.876284089,0.903564774
99,25,0.486903236,0.273444136,0.681037746
99,26,0.803484832,0.987216571,0.733889432
100,1,0.764703757,0.906291403,0.496019535
100,2,0.906699009,0.763106339,0.920763938
100,3,0.199618778,0.099434519,0.283627064
100,4,0.496014456,0.553174191,0.42025627
100,5,0.01220365,0.793192484,0.58979225
100,6,0.154442323,0.624541291,0.366611303
100,7,0.951256131,0.88217802,0.438931793
100,8,0.955460061,0.686243471,0.615037643
100,9,0.203861275,0.889098048,0.647844223
100,10,0.471158121,0.461392959,0.110303089
100,11,0.166301019,0.621683659,0.156864429
100,12,0.160021382,0.307263429,0.982911402
100,13,0.073792849,0.64930818,0.65544044
100,14,0.200475111,0.228112932,0.583269285
100,15,0.195045111,0.381208401,0.111534144
100,16,0.869620529,0.377715772,0.178095428
100,17,0.794008408,0.568036434,0.288429248
100,18,0.469612537,0.36678609,0.712049538
100,19,0.089701069,0.836935714,0.340721381
100,20,0.212790631,0.266471801,0.597090737
100,21,0.374891094,0.176961746,0.33686638
100,22,0.73848834,0.772694958,0.875560548
100,23,0.474307418,0.397863461,0.931062047
100,24,0.729129654,0.155939217,0.559644741
100,25,0.880112627,0.099739268,0.416225231
100,26,0.602800098,0.621660576,0.279376162
